standard_event	dataset_label	standard_action	standard_activity	dataset
engine	Medium engine (mid frequency)			AudioSet
engine	Medium engine (mid frequency)			AudioSet_strong
engine	medium-sounding-engine			SONYC
engine	motorbike			NoisenseDb
engine	motorbike			Urbansas
engine	motorcycle			IDMTtraffic
engine	motorcycle			MAVDtraffic
engine	motorcycle/engine_accelerating	engine_accelerating		MAVDtraffic
engine	motorcycle/engine_idling			MAVDtraffic
engine	driving motorcycle			VGGSound
engine	offscreen			Urbansas
engine	Race car, auto racing			AudioSet
engine	Race car, auto racing			AudioSet_strong
engine	race car, auto racing			VGGSound
engine	Race_car_and_auto_racing			Fsd50k
engine	running engine	engine_accelerating		TAUNIGENSSpatialSoundEvents2020
engine	Sewing machine			AudioSet
engine	Sewing machine			AudioSet_strong
engine	using sewing machines			VGGSound
engine	small-sounding-engine			SONYC
engine	Smallenginge			Singapura
engine	truck			IDMTtraffic
engine	truck			MAVDtraffic
engine	truck			Urbansas
engine	truck/compressor			MAVDtraffic
engine	truck/engine_accelerating	engine_accelerating		MAVDtraffic
engine	truck/engine_idling			MAVDtraffic
engine	Aircraft engine			AudioSet_strong
engine	Aircraft engine			AudioSet
engine	Propeller, airscrew			AudioSet_strong
engine	Propeller, airscrew			AudioSet
engine	Jet engine			AudioSet_strong
engine	Jet engine			AudioSet
engine	hedge trimmer running	sawing		VGGSound
engine	lathe spinning	lathe_spinning		VGGSound
engine	electric grinder grinding	grinding		VGGSound
engine	planing timber		planning	VGGSound
engine	tractor digging			VGGSound
				
				
vehicle_engine	tractor digging			VGGSound
vehicle_engine	Accelerating_and_revving_and_vroom	engine_accelerating		Fsd50k
vehicle_engine	engine accelerating, revving, vroom	engine_accelerating		VGGSound
vehicle_engine	Accelerating, revving, vroom	engine_accelerating		AudioSet
vehicle_engine	Accelerating, revving, vroom	engine_accelerating		AudioSet_strong
vehicle_engine	bus/engine_accelerating	engine_accelerating		MAVDtraffic
vehicle_engine	bus/engine_accelerating	engine_accelerating		MAVDtraffic
vehicle_engine	bus/engine_idling			MAVDtraffic
vehicle_engine	bus/engine_idling			MAVDtraffic
vehicle_engine	bus/compressor			MAVDtraffic
vehicle_engine	driving buses			VGGSound
vehicle_engine	Car passing by	vehicle_passing_by		AudioSet
vehicle_engine	Car passing by	car_passing_by		AudioSet
vehicle_engine	Car passing by	vehicle_passing_by		AudioSet_strong
vehicle_engine	Car passing by	car_passing_by		AudioSet_strong
vehicle_engine	car passing by	vehicle_passing_by		TUTSoundEvents2016
vehicle_engine	car passing by	car_passing_by		TUTSoundEvents2016
vehicle_engine	car passing by	car_passing_by		VGGSound
vehicle_engine	car passing by	vehicle_passing_by		VGGSound
vehicle_engine	Car_passing_by	vehicle_passing_by		AudioSet_strong
vehicle_engine	Car_passing_by	car_passing_by		AudioSet_strong
vehicle_engine	Car_passing_by	vehicle_passing_by		Fsd50k
vehicle_engine	Car_passing_by	car_passing_by		Fsd50k
vehicle_engine	car/engine_accelerating	engine_accelerating		MAVDtraffic
vehicle_engine	car/engine_idling			MAVDtraffic
vehicle_engine	car engine idling			VGGSound
vehicle_engine	engine			Archeo
vehicle_engine	Engine			Singapura
vehicle_engine	engine_idling			MAESTROsynthetic
vehicle_engine	engine_idling			UrbanSound8K
vehicle_engine	engine-of-uncertain-size			SONYC
vehicle_engine	Large engine			Singapura
vehicle_engine	large_vehicle			MAESTROreal
vehicle_engine	large-sounding-engine			SONYC
vehicle_engine	motorbike			NoisenseDb
vehicle_engine	motorbike			Urbansas
vehicle_engine	motorcycle			IDMTtraffic
vehicle_engine	motorcycle			MAVDtraffic
vehicle_engine	motorcycle/engine_accelerating	engine_accelerating		MAVDtraffic
vehicle_engine	motorcycle/engine_idling			MAVDtraffic
vehicle_engine	driving motorcycle			VGGSound
vehicle_engine	offscreen			Urbansas
vehicle_engine	Race car, auto racing			AudioSet
vehicle_engine	Race car, auto racing			AudioSet_strong
vehicle_engine	race car, auto racing			VGGSound
vehicle_engine	Race_car_and_auto_racing			Fsd50k
vehicle_engine	running engine	engine_accelerating		TAUNIGENSSpatialSoundEvents2020
vehicle_engine	small-sounding-engine			SONYC
vehicle_engine	Smallenginge			Singapura
vehicle_engine	truck			IDMTtraffic
vehicle_engine	truck			MAVDtraffic
vehicle_engine	truck			Urbansas
vehicle_engine	truck/compressor			MAVDtraffic
vehicle_engine	truck/engine_accelerating	engine_accelerating		MAVDtraffic
vehicle_engine	truck/engine_idling			MAVDtraffic
vehicle_engine	Aircraft engine			AudioSet_strong
vehicle_engine	Aircraft engine			AudioSet
vehicle_engine	Propeller, airscrew			AudioSet_strong
vehicle_engine	Propeller, airscrew			AudioSet
vehicle_engine	Jet engine			AudioSet_strong
vehicle_engine	Jet engine			AudioSet
				
				
				
tractor	tractor digging			VGGSound
				
bus_engine	driving buses			VGGSound
bus_engine	bus/engine_accelerating	engine_accelerating		MAVDtraffic
bus_engine	bus/engine_accelerating	engine_accelerating		MAVDtraffic
bus_engine	bus/engine_idling			MAVDtraffic
bus_engine	bus/engine_idling			MAVDtraffic
bus_engine	bus/compressor			MAVDtraffic
				
car_engine	Car passing by	vehicle_passing_by		AudioSet
car_engine	Car passing by	car_passing_by		AudioSet
car_engine	Car passing by	vehicle_passing_by		AudioSet_strong
car_engine	Car passing by	car_passing_by		AudioSet_strong
car_engine	car passing by	vehicle_passing_by		TUTSoundEvents2016
car_engine	car passing by	car_passing_by		TUTSoundEvents2016
car_engine	car passing by	car_passing_by		VGGSound
car_engine	car passing by	vehicle_passing_by		VGGSound
car_engine	Car_passing_by	vehicle_passing_by		AudioSet_strong
car_engine	Car_passing_by	car_passing_by		AudioSet_strong
car_engine	Car_passing_by	vehicle_passing_by		Fsd50k
car_engine	Car_passing_by	car_passing_by		Fsd50k
car_engine	car/engine_accelerating	engine_accelerating		MAVDtraffic
car_engine	car/engine_idling			MAVDtraffic
car_engine	car engine idling			VGGSound
car_engine	Race car, auto racing			AudioSet
car_engine	Race car, auto racing			AudioSet_strong
car_engine	race car, auto racing			VGGSound
car_engine	Race_car_and_auto_racing			Fsd50k
				
motorcycle_engine	motorbike			NoisenseDb
motorcycle_engine	motorbike			Urbansas
motorcycle_engine	motorcycle			IDMTtraffic
motorcycle_engine	motorcycle			MAVDtraffic
motorcycle_engine	motorcycle/engine_accelerating	engine_accelerating		MAVDtraffic
motorcycle_engine	motorcycle/engine_idling			MAVDtraffic
motorcycle_engine	driving motorcycle			VGGSound
				
truck_engine	truck			IDMTtraffic
truck_engine	truck			MAVDtraffic
truck_engine	truck			Urbansas
truck_engine	truck/compressor			MAVDtraffic
truck_engine	truck/engine_accelerating	engine_accelerating		MAVDtraffic
truck_engine	truck/engine_idling			MAVDtraffic
				
heavy_engine_(low_frequency)	driving buses			VGGSound
heavy_engine_(low_frequency)	bus			Urbansas
heavy_engine_(low_frequency)	bus			MAVDtraffic
heavy_engine_(low_frequency)	bus			IDMTtraffic
heavy_engine_(low_frequency)	bus/engine_accelerating	engine_accelerating		MAVDtraffic
heavy_engine_(low_frequency)	bus/engine_idling			MAVDtraffic
heavy_engine_(low_frequency)	Heavy engine (low frequency)			AudioSet_strong
heavy_engine_(low_frequency)	Heavy engine (low frequency)			AudioSet
heavy_engine_(low_frequency)	Large engine			Singapura
heavy_engine_(low_frequency)	large_vehicle			MAESTROreal
heavy_engine_(low_frequency)	large-sounding-engine			SONYC
heavy_engine_(low_frequency)	truck			Urbansas
heavy_engine_(low_frequency)	truck			MAVDtraffic
heavy_engine_(low_frequency)	truck			IDMTtraffic
heavy_engine_(low_frequency)	truck/engine_accelerating	engine_accelerating		MAVDtraffic
heavy_engine_(low_frequency)	truck/engine_idling			MAVDtraffic
heavy_engine_(low_frequency)	tractor digging			VGGSound
				
medium_engine_(mid_frequency)	Medium engine			Singapura
medium_engine_(mid_frequency)	Medium engine (mid frequency)			AudioSet_strong
medium_engine_(mid_frequency)	Medium engine (mid frequency)			AudioSet
medium_engine_(mid_frequency)	medium-sounding-engine			SONYC
medium_engine_(mid_frequency)	motorbike			NoisenseDb
medium_engine_(mid_frequency)	motorbike			Urbansas
medium_engine_(mid_frequency)	motorcycle			IDMTtraffic
medium_engine_(mid_frequency)	motorcycle			MAVDtraffic
medium_engine_(mid_frequency)	motorcycle/engine_accelerating	engine_accelerating		MAVDtraffic
medium_engine_(mid_frequency)	motorcycle/engine_idling			MAVDtraffic
medium_engine_(mid_frequency)	driving motorcycle			VGGSound
				
light_engine_(high_frequency)	Light engine (high frequency)			AudioSet_strong
light_engine_(high_frequency)	Light engine (high frequency)			AudioSet
light_engine_(high_frequency)	small-sounding-engine			SONYC
light_engine_(high_frequency)	Smallenginge			Singapura
light_engine_(high_frequency)	Lawn mower			AudioSet_strong
light_engine_(high_frequency)	Lawn mower			AudioSet
light_engine_(high_frequency)	Lawn mower			AudioSet_strong
light_engine_(high_frequency)	lawn mowing			VGGSound
light_engine_(high_frequency)	Dental drill, dentist's drill			AudioSet_strong
light_engine_(high_frequency)	Dental drill, dentist's drill			AudioSet
light_engine_(high_frequency)	Chainsaw	sawing		Singapura
light_engine_(high_frequency)	chainsaw	sawing		SONYC
light_engine_(high_frequency)	chainsaw	sawing		ESC50
light_engine_(high_frequency)	Chainsaw	sawing		AudioSet_strong
light_engine_(high_frequency)	Chainsaw	sawing		AudioSet
light_engine_(high_frequency)	chainsawing trees	sawing		VGGSound
light_engine_(high_frequency)	Sewing machine			AudioSet_strong
light_engine_(high_frequency)	Sewing machine			AudioSet
light_engine_(high_frequency)	using sewing machines			VGGSound
light_engine_(high_frequency)	hedge trimmer running	sawing		VGGSound
light_engine_(high_frequency)	lathe spinning	lathe_spinning		VGGSound
light_engine_(high_frequency)	electric grinder grinding	grinding		VGGSound
light_engine_(high_frequency)	planing timber		planning	VGGSound
				
engine_knocking	Engine knocking	engine_knocking		AudioSet_strong
engine_knocking	Engine knocking	engine_knocking		AudioSet
engine_knocking	car engine knocking	engine_knocking		VGGSound
				
lawn_mower	Lawn mower			AudioSet_strong
lawn_mower	Lawn mower			AudioSet
lawn_mower	lawn mowing			VGGSound
				
engine_starting	Engine_starting	engine_starting		Fsd50k
engine_starting	Engine starting	engine_starting		AudioSet_strong
engine_starting	Engine starting	engine_starting		AudioSet
engine_starting	car engine starting	engine_starting		VGGSound
				
car	car			TUTSoundEvents2017
car	car			Urbansas
car	car			MAVDtraffic
car	car			MAESTROreal
car	car/engine_idling			MAVDtraffic
car	car engine idling			VGGSound
car	car/engine_accelerating	engine_accelerating		MAVDtraffic
car	car passing by	vehicle_passing_by		TUTSoundEvents2016
car	car passing by	car_passing_by		TUTSoundEvents2016
car	Car			Fsd50k
car	Car			AudioSet_strong
car	Car			AudioSet
car	Car_passing_by	vehicle_passing_by		Fsd50k
car	Car_passing_by	vehicle_passing_by		AudioSet_strong
car	Car passing by	vehicle_passing_by		AudioSet
car	Car_passing_by	car_passing_by		Fsd50k
car	Car_passing_by	car_passing_by		AudioSet_strong
car	Car passing by	car_passing_by		AudioSet
car	car passing by	car_passing_by		VGGSound
car	car passing by	vehicle_passing_by		VGGSound
car	Race_car_and_auto_racing			Fsd50k
car	Race car, auto racing			AudioSet_strong
car	Race car, auto racing			AudioSet
car	race car, auto racing			VGGSound
car	car			IDMTtraffic
car	Tire squeal, skidding	tire_squealing		AudioSet_strong
car	Tire squeal	tire_squealing		AudioSet
car	Tire squeal, skidding	car_skidding		AudioSet_strong
car	Skidding	car_skidding		AudioSet
car	skidding	car_skidding		VGGSound
car	Power windows, electric windows			AudioSet_strong
car	Power windows, electric windows			AudioSet
car	opening or closing car electric windows			VGGSound
car	Toot	car_horn		AudioSet_strong
car	Toot	car_horn		AudioSet
car	Vehicle_horn_and_car_horn_and_honking	vehicle_horn		Fsd50k
car	Vehicle horn, car horn, honking, toot	vehicle_horn		AudioSet_strong
car	Vehicle horn, car horn, honking	vehicle_horn		AudioSet
car	Vehicle_horn_and_car_horn_and_honking	car_horn		Fsd50k
car	Vehicle horn, car horn, honking, toot	car_horn		AudioSet_strong
car	Vehicle horn, car horn, honking	car_horn		AudioSet
car	vehicle horn, car horn, honking	vehicle_horn		VGGSound
car	vehicle horn, car horn, honking	car_horn		VGGSound
car	Car alarm	car_alarm_ringing		AudioSet_strong
car	Car alarm	car_alarm_ringing		AudioSet
car	Car alarm	car_alarm_ringing		Singapura
car	car-alarm	car_alarm_ringing		SONYC
car	car/wheel_rolling	wheel_rolling		MAVDtraffic
car	car/wheel_rolling	vehicle_passing_by		MAVDtraffic
				
power_windows_electric windows	Power windows, electric windows			AudioSet_strong
power_windows_electric windows	Power windows, electric windows			AudioSet
power_windows_electric windows	opening or closing car electric windows			VGGSound
				
car_skidding	Tire squeal, skidding	car_skidding		AudioSet_strong
car_skidding	Skidding	car_skidding		AudioSet
car_skidding	Tire squeal	tire_squealing		AudioSet
car_skidding	skidding	car_skidding		VGGSound
				
tire_squealing	Tire squeal, skidding	tire_squealing		AudioSet_strong
tire_squealing	Tire squeal	tire_squealing		AudioSet
				
race_car	Race_car_and_auto_racing			Fsd50k
race_car	Race car, auto racing			AudioSet_strong
race_car	Race car, auto racing			AudioSet
race_car	race car, auto racing			VGGSound
				
car_passing_by	car passing by	vehicle_passing_by		TUTSoundEvents2016
car_passing_by	Car_passing_by	vehicle_passing_by		Fsd50k
car_passing_by	Car_passing_by	vehicle_passing_by		AudioSet_strong
car_passing_by	Car passing by	vehicle_passing_by		AudioSet
car_passing_by	car passing by	car_passing_by		TUTSoundEvents2016
car_passing_by	Car_passing_by	car_passing_by		Fsd50k
car_passing_by	Car_passing_by	car_passing_by		AudioSet_strong
car_passing_by	Car passing by	car_passing_by		AudioSet
car_passing_by	Car passing by	vehicle_passing_by		AudioSet_strong
car_passing_by	Car passing by	car_passing_by		AudioSet_strong
car_passing_by	car passing by	car_passing_by		VGGSound
car_passing_by	car passing by	vehicle_passing_by		VGGSound
				
motorcycle	motorcycle			MAVDtraffic
motorcycle	motorcycle/engine_idling			MAVDtraffic
motorcycle	motorcycle/engine_accelerating	engine_accelerating		MAVDtraffic
motorcycle	motorbike			Urbansas
motorcycle	motorbike			NoisenseDb
motorcycle	Motorcycle			Fsd50k
motorcycle	Motorcycle			AudioSet_strong
motorcycle	Motorcycle			AudioSet
motorcycle	motorcycle			IDMTtraffic
motorcycle	motorcycle/wheel_rolling	wheel_rolling		MAVDtraffic
motorcycle	motorcycle/wheel_rolling	vehicle_passing_by		MAVDtraffic
motorcycle	driving motorcycle			VGGSound
				
large_vehicle	large vehicle			TUTSoundEvents2017
large_vehicle	truck			Urbansas
large_vehicle	truck			MAVDtraffic
large_vehicle	truck/engine_idling			MAVDtraffic
large_vehicle	truck/engine_accelerating	engine_accelerating		MAVDtraffic
large_vehicle	Truck			Fsd50k
large_vehicle	Truck			AudioSet_strong
large_vehicle	Truck			AudioSet
large_vehicle	truck			IDMTtraffic
large_vehicle	Ice cream truck, ice cream van			AudioSet_strong
large_vehicle	Ice cream truck, ice cream van			AudioSet
large_vehicle	ice cream truck, ice cream van			VGGSound
large_vehicle	Reversing beeps	reverse_beeper		AudioSet_strong
large_vehicle	Reversing beeps	reverse_beeper		AudioSet
large_vehicle	reversing beeps	reverse_beeper		VGGSound
large_vehicle	Air horn, truck horn	vehicle_horn		AudioSet_strong
large_vehicle	Air horn, truck horn	vehicle_horn		AudioSet
large_vehicle	Air horn, truck horn	air_horn_or_truck_horn		AudioSet_strong
large_vehicle	Air horn, truck horn	air_horn_or_truck_horn		AudioSet
large_vehicle	reverse-beeper	reverse_beeper		SONYC
large_vehicle	Reverse beeper	reverse_beeper		Singapura
large_vehicle	Reversing beeps	reverse_beeper		AudioSet_strong
large_vehicle	Reversing beeps	reverse_beeper		AudioSet
large_vehicle	truck/brakes	truck_brake		MAVDtraffic
large_vehicle	truck/brakes	brakes_squeaking		MAVDtraffic
large_vehicle	Air brake	air_brake		AudioSet
large_vehicle	Air brake	air_brake		AudioSet_strong
large_vehicle	truck/compressor			MAVDtraffic
large_vehicle	truck/wheel_rolling	wheel_rolling		MAVDtraffic
large_vehicle	truck/wheel_rolling	vehicle_passing_by		MAVDtraffic
large_vehicle	bus			Urbansas
large_vehicle	bus			MAVDtraffic
large_vehicle	bus/engine_idling			MAVDtraffic
large_vehicle	bus/engine_accelerating	engine_accelerating		MAVDtraffic
large_vehicle	Bus			Fsd50k
large_vehicle	Bus			AudioSet_strong
large_vehicle	Bus			AudioSet
large_vehicle	bus			IDMTtraffic
large_vehicle	bus/compressor			MAVDtraffic
large_vehicle	bus/wheel_rolling	wheel_rolling		MAVDtraffic
large_vehicle	bus/wheel_rolling	vehicle_passing_by		MAVDtraffic
large_vehicle	cleaning_truck			NoisenseDb
large_vehicle	driving buses			VGGSound
				
truck	truck			Urbansas
truck	truck			MAVDtraffic
truck	truck/engine_idling			MAVDtraffic
truck	truck/engine_accelerating	engine_accelerating		MAVDtraffic
truck	Truck			Fsd50k
truck	Truck			AudioSet_strong
truck	Truck			AudioSet
truck	truck			IDMTtraffic
truck	Ice cream truck, ice cream van			AudioSet_strong
truck	Ice cream truck, ice cream van			AudioSet
truck	ice cream truck, ice cream van			VGGSound
truck	Reversing beeps	reverse_beeper		AudioSet_strong
truck	Reversing beeps	reverse_beeper		AudioSet
truck	reversing beeps	reverse_beeper		VGGSound
truck	Air horn, truck horn	vehicle_horn		AudioSet_strong
truck	Air horn, truck horn	vehicle_horn		AudioSet
truck	Air horn, truck horn	air_horn_or_truck_horn		AudioSet_strong
truck	Air horn, truck horn	air_horn_or_truck_horn		AudioSet
truck	reverse-beeper	reverse_beeper		SONYC
truck	Reverse beeper	reverse_beeper		Singapura
truck	Reversing beeps	reverse_beeper		AudioSet_strong
truck	Reversing beeps	reverse_beeper		AudioSet
truck	truck/brakes	truck_brake		MAVDtraffic
truck	truck/brakes	brakes_squeaking		MAVDtraffic
truck	Air brake	air_brake		AudioSet
truck	Air brake	air_brake		AudioSet_strong
truck	truck/compressor			MAVDtraffic
truck	truck/wheel_rolling	wheel_rolling		MAVDtraffic
truck	truck/wheel_rolling	vehicle_passing_by		MAVDtraffic
truck	cleaning_truck			NoisenseDb
				
cleaning_truck	cleaning_truck			NoisenseDb
				
ice_cream_truck	Ice cream truck, ice cream van			AudioSet_strong
ice_cream_truck	Ice cream truck, ice cream van			AudioSet
ice_cream_truck	ice cream truck, ice cream van			VGGSound
				
bus	bus			Urbansas
bus	bus			MAVDtraffic
bus	bus/engine_idling			MAVDtraffic
bus	bus/engine_accelerating	engine_accelerating		MAVDtraffic
bus	Bus			Fsd50k
bus	Bus			AudioSet_strong
bus	Bus			AudioSet
bus	bus			IDMTtraffic
